Image Name,Number,Gender,Hand,Finger
39__M_Left_middle_finger.BMP,39,M,Left,middle
39__M_Left_little_finger.BMP,39,M,Left,little
39__M_Left_index_finger.BMP,39,M,Left,index
39__M_Left_ring_finger.BMP,39,M,Left,ring
41__M_Right_index_finger.BMP,41,M,Right,index
41__M_Right_ring_finger.BMP,41,M,Right,ring
41__M_Right_middle_finger.BMP,41,M,Right,middle
41__M_Right_little_finger.BMP,41,M,Right,little
41__M_Left_thumb_finger.BMP,41,M,Left,thumb
41__M_Right_thumb_finger.BMP,41,M,Right,thumb
41__M_Left_middle_finger.BMP,41,M,Left,middle
41__M_Left_index_finger.BMP,41,M,Left,index
41__M_Left_ring_finger.BMP,41,M,Left,ring
41__M_Left_little_finger.BMP,41,M,Left,little
42__F_Left_index_finger.BMP,42,F,Left,index
42__F_Left_little_finger.BMP,42,F,Left,little
42__F_Left_middle_finger.BMP,42,F,Left,middle
42__F_Left_ring_finger.BMP,42,F,Left,ring
42__F_Right_index_finger.BMP,42,F,Right,index
42__F_Right_little_finger.BMP,42,F,Right,little
42__F_Right_middle_finger.BMP,42,F,Right,middle
42__F_Right_ring_finger.BMP,42,F,Right,ring
42__F_Right_thumb_finger.BMP,42,F,Right,thumb
42__F_Left_thumb_finger.BMP,42,F,Left,thumb
44__M_Right_thumb_finger.BMP,44,M,Right,thumb
44__M_Right_ring_finger.BMP,44,M,Right,ring
44__M_Right_middle_finger.BMP,44,M,Right,middle
44__M_Right_little_finger.BMP,44,M,Right,little
44__M_Right_index_finger.BMP,44,M,Right,index
44__M_Left_thumb_finger.BMP,44,M,Left,thumb
44__M_Left_middle_finger.BMP,44,M,Left,middle
44__M_Left_little_finger.BMP,44,M,Left,little
44__M_Left_index_finger.BMP,44,M,Left,index
44__M_Left_ring_finger.BMP,44,M,Left,ring
45__M_Right_ring_finger.BMP,45,M,Right,ring
45__M_Right_little_finger.BMP,45,M,Right,little
45__M_Right_thumb_finger.BMP,45,M,Right,thumb
45__M_Right_middle_finger.BMP,45,M,Right,middle
45__M_Right_index_finger.BMP,45,M,Right,index
45__M_Left_index_finger.BMP,45,M,Left,index
45__M_Left_ring_finger.BMP,45,M,Left,ring
45__M_Left_middle_finger.BMP,45,M,Left,middle
45__M_Left_little_finger.BMP,45,M,Left,little
45__M_Left_thumb_finger.BMP,45,M,Left,thumb
48__F_Right_thumb_finger.BMP,48,F,Right,thumb
48__F_Right_ring_finger.BMP,48,F,Right,ring
48__F_Right_middle_finger.BMP,48,F,Right,middle
48__F_Right_little_finger.BMP,48,F,Right,little
48__F_Left_thumb_finger.BMP,48,F,Left,thumb
48__F_Right_index_finger.BMP,48,F,Right,index
48__F_Left_middle_finger.BMP,48,F,Left,middle
48__F_Left_little_finger.BMP,48,F,Left,little
48__F_Left_index_finger.BMP,48,F,Left,index
48__F_Left_ring_finger.BMP,48,F,Left,ring
52__M_Left_index_finger.BMP,52,M,Left,index
52__M_Right_ring_finger.BMP,52,M,Right,ring
52__M_Right_middle_finger.BMP,52,M,Right,middle
52__M_Right_little_finger.BMP,52,M,Right,little
52__M_Right_thumb_finger.BMP,52,M,Right,thumb
52__M_Left_thumb_finger.BMP,52,M,Left,thumb
52__M_Left_ring_finger.BMP,52,M,Left,ring
52__M_Left_middle_finger.BMP,52,M,Left,middle
52__M_Left_little_finger.BMP,52,M,Left,little
52__M_Right_index_finger.BMP,52,M,Right,index
53__M_Left_little_finger.BMP,53,M,Left,little
53__M_Right_ring_finger.BMP,53,M,Right,ring
53__M_Right_middle_finger.BMP,53,M,Right,middle
53__M_Right_little_finger.BMP,53,M,Right,little
53__M_Right_index_finger.BMP,53,M,Right,index
53__M_Left_thumb_finger.BMP,53,M,Left,thumb
53__M_Left_ring_finger.BMP,53,M,Left,ring
53__M_Left_middle_finger.BMP,53,M,Left,middle
53__M_Left_index_finger.BMP,53,M,Left,index
53__M_Right_thumb_finger.BMP,53,M,Right,thumb
54__M_Left_little_finger.BMP,54,M,Left,little
54__M_Left_middle_finger.BMP,54,M,Left,middle
54__M_Left_ring_finger.BMP,54,M,Left,ring
54__M_Left_index_finger.BMP,54,M,Left,index
54__M_Left_thumb_finger.BMP,54,M,Left,thumb
54__M_Right_index_finger.BMP,54,M,Right,index
54__M_Right_little_finger.BMP,54,M,Right,little
54__M_Right_middle_finger.BMP,54,M,Right,middle
54__M_Right_thumb_finger.BMP,54,M,Right,thumb
54__M_Right_ring_finger.BMP,54,M,Right,ring
59__F_Left_thumb_finger.BMP,59,F,Left,thumb
59__F_Left_index_finger.BMP,59,F,Left,index
59__F_Right_middle_finger.BMP,59,F,Right,middle
59__F_Right_little_finger.BMP,59,F,Right,little
59__F_Right_index_finger.BMP,59,F,Right,index
59__F_Left_ring_finger.BMP,59,F,Left,ring
59__F_Right_thumb_finger.BMP,59,F,Right,thumb
59__F_Right_ring_finger.BMP,59,F,Right,ring
59__F_Left_middle_finger.BMP,59,F,Left,middle
59__F_Left_little_finger.BMP,59,F,Left,little
60__M_Left_little_finger.BMP,60,M,Left,little
60__M_Right_thumb_finger.BMP,60,M,Right,thumb
60__M_Left_index_finger.BMP,60,M,Left,index
60__M_Right_ring_finger.BMP,60,M,Right,ring
60__M_Right_middle_finger.BMP,60,M,Right,middle
60__M_Right_little_finger.BMP,60,M,Right,little
60__M_Right_index_finger.BMP,60,M,Right,index
60__M_Left_thumb_finger.BMP,60,M,Left,thumb
60__M_Left_ring_finger.BMP,60,M,Left,ring
60__M_Left_middle_finger.BMP,60,M,Left,middle
62__M_Left_index_finger.BMP,62,M,Left,index
62__M_Left_little_finger.BMP,62,M,Left,little
62__M_Left_middle_finger.BMP,62,M,Left,middle
62__M_Left_thumb_finger.BMP,62,M,Left,thumb
62__M_Right_index_finger.BMP,62,M,Right,index
62__M_Right_little_finger.BMP,62,M,Right,little
62__M_Right_middle_finger.BMP,62,M,Right,middle
62__M_Right_ring_finger.BMP,62,M,Right,ring
62__M_Left_ring_finger.BMP,62,M,Left,ring
62__M_Right_thumb_finger.BMP,62,M,Right,thumb
63__M_Right_middle_finger.BMP,63,M,Right,middle
63__M_Left_index_finger.BMP,63,M,Left,index
63__M_Right_thumb_finger.BMP,63,M,Right,thumb
63__M_Right_ring_finger.BMP,63,M,Right,ring
63__M_Right_index_finger.BMP,63,M,Right,index
63__M_Left_thumb_finger.BMP,63,M,Left,thumb
63__M_Left_ring_finger.BMP,63,M,Left,ring
63__M_Left_middle_finger.BMP,63,M,Left,middle
63__M_Left_little_finger.BMP,63,M,Left,little
63__M_Right_little_finger.BMP,63,M,Right,little
65__M_Right_thumb_finger.BMP,65,M,Right,thumb
65__M_Right_index_finger.BMP,65,M,Right,index
65__M_Right_middle_finger.BMP,65,M,Right,middle
65__M_Right_little_finger.BMP,65,M,Right,little
65__M_Left_thumb_finger.BMP,65,M,Left,thumb
65__M_Left_ring_finger.BMP,65,M,Left,ring
65__M_Left_middle_finger.BMP,65,M,Left,middle
65__M_Left_little_finger.BMP,65,M,Left,little
65__M_Left_index_finger.BMP,65,M,Left,index
65__M_Right_ring_finger.BMP,65,M,Right,ring
66__F_Left_index_finger.BMP,66,F,Left,index
66__F_Left_little_finger.BMP,66,F,Left,little
66__F_Left_middle_finger.BMP,66,F,Left,middle
66__F_Left_ring_finger.BMP,66,F,Left,ring
66__F_Left_thumb_finger.BMP,66,F,Left,thumb
66__F_Right_index_finger.BMP,66,F,Right,index
66__F_Right_thumb_finger.BMP,66,F,Right,thumb
66__F_Right_ring_finger.BMP,66,F,Right,ring
66__F_Right_middle_finger.BMP,66,F,Right,middle
66__F_Right_little_finger.BMP,66,F,Right,little
68__M_Left_little_finger.BMP,68,M,Left,little
68__M_Left_index_finger.BMP,68,M,Left,index
68__M_Right_thumb_finger.BMP,68,M,Right,thumb
68__M_Right_ring_finger.BMP,68,M,Right,ring
68__M_Right_middle_finger.BMP,68,M,Right,middle
68__M_Right_little_finger.BMP,68,M,Right,little
68__M_Right_index_finger.BMP,68,M,Right,index
68__M_Left_thumb_finger.BMP,68,M,Left,thumb
68__M_Left_ring_finger.BMP,68,M,Left,ring
68__M_Left_middle_finger.BMP,68,M,Left,middle
72__M_Left_ring_finger.BMP,72,M,Left,ring
72__M_Left_middle_finger.BMP,72,M,Left,middle
72__M_Left_thumb_finger.BMP,72,M,Left,thumb
72__M_Right_thumb_finger.BMP,72,M,Right,thumb
72__M_Left_index_finger.BMP,72,M,Left,index
72__M_Left_little_finger.BMP,72,M,Left,little
72__M_Right_ring_finger.BMP,72,M,Right,ring
72__M_Right_middle_finger.BMP,72,M,Right,middle
72__M_Right_little_finger.BMP,72,M,Right,little
72__M_Right_index_finger.BMP,72,M,Right,index
75__F_Left_thumb_finger.BMP,75,F,Left,thumb
75__F_Right_index_finger.BMP,75,F,Right,index
75__F_Right_ring_finger.BMP,75,F,Right,ring
75__F_Right_middle_finger.BMP,75,F,Right,middle
75__F_Right_little_finger.BMP,75,F,Right,little
75__F_Left_index_finger.BMP,75,F,Left,index
75__F_Left_little_finger.BMP,75,F,Left,little
75__F_Left_middle_finger.BMP,75,F,Left,middle
75__F_Left_ring_finger.BMP,75,F,Left,ring
75__F_Right_thumb_finger.BMP,75,F,Right,thumb
81__F_Left_index_finger.BMP,81,F,Left,index
81__F_Left_little_finger.BMP,81,F,Left,little
81__F_Left_middle_finger.BMP,81,F,Left,middle
81__F_Left_ring_finger.BMP,81,F,Left,ring
81__F_Left_thumb_finger.BMP,81,F,Left,thumb
81__F_Right_index_finger.BMP,81,F,Right,index
81__F_Right_little_finger.BMP,81,F,Right,little
81__F_Right_ring_finger.BMP,81,F,Right,ring
81__F_Right_middle_finger.BMP,81,F,Right,middle
81__F_Right_thumb_finger.BMP,81,F,Right,thumb
86__M_Right_index_finger.BMP,86,M,Right,index
86__M_Right_ring_finger.BMP,86,M,Right,ring
86__M_Right_middle_finger.BMP,86,M,Right,middle
86__M_Left_index_finger.BMP,86,M,Left,index
86__M_Right_little_finger.BMP,86,M,Right,little
86__M_Left_middle_finger.BMP,86,M,Left,middle
86__M_Left_ring_finger.BMP,86,M,Left,ring
86__M_Left_thumb_finger.BMP,86,M,Left,thumb
86__M_Left_little_finger.BMP,86,M,Left,little
86__M_Right_thumb_finger.BMP,86,M,Right,thumb
88__F_Left_ring_finger.BMP,88,F,Left,ring
88__F_Left_middle_finger.BMP,88,F,Left,middle
88__F_Right_thumb_finger.BMP,88,F,Right,thumb
88__F_Right_index_finger.BMP,88,F,Right,index
88__F_Right_little_finger.BMP,88,F,Right,little
88__F_Left_thumb_finger.BMP,88,F,Left,thumb
88__F_Right_ring_finger.BMP,88,F,Right,ring
88__F_Right_middle_finger.BMP,88,F,Right,middle
88__F_Left_little_finger.BMP,88,F,Left,little
88__F_Left_index_finger.BMP,88,F,Left,index
92__F_Left_index_finger.BMP,92,F,Left,index
92__F_Right_thumb_finger.BMP,92,F,Right,thumb
92__F_Right_ring_finger.BMP,92,F,Right,ring
92__F_Right_middle_finger.BMP,92,F,Right,middle
92__F_Right_little_finger.BMP,92,F,Right,little
92__F_Right_index_finger.BMP,92,F,Right,index
92__F_Left_thumb_finger.BMP,92,F,Left,thumb
92__F_Left_ring_finger.BMP,92,F,Left,ring
92__F_Left_little_finger.BMP,92,F,Left,little
92__F_Left_middle_finger.BMP,92,F,Left,middle
96__M_Left_middle_finger.BMP,96,M,Left,middle
96__M_Left_ring_finger.BMP,96,M,Left,ring
96__M_Left_thumb_finger.BMP,96,M,Left,thumb
96__M_Left_little_finger.BMP,96,M,Left,little
96__M_Right_index_finger.BMP,96,M,Right,index
96__M_Right_little_finger.BMP,96,M,Right,little
96__M_Right_thumb_finger.BMP,96,M,Right,thumb
96__M_Right_ring_finger.BMP,96,M,Right,ring
96__M_Left_index_finger.BMP,96,M,Left,index
96__M_Right_middle_finger.BMP,96,M,Right,middle
97__M_Right_thumb_finger.BMP,97,M,Right,thumb
97__M_Right_ring_finger.BMP,97,M,Right,ring
97__M_Right_middle_finger.BMP,97,M,Right,middle
97__M_Right_little_finger.BMP,97,M,Right,little
97__M_Left_thumb_finger.BMP,97,M,Left,thumb
97__M_Right_index_finger.BMP,97,M,Right,index
97__M_Left_index_finger.BMP,97,M,Left,index
97__M_Left_little_finger.BMP,97,M,Left,little
97__M_Left_middle_finger.BMP,97,M,Left,middle
97__M_Left_ring_finger.BMP,97,M,Left,ring
98__M_Left_little_finger.BMP,98,M,Left,little
98__M_Right_little_finger.BMP,98,M,Right,little
98__M_Left_index_finger.BMP,98,M,Left,index
98__M_Right_ring_finger.BMP,98,M,Right,ring
98__M_Left_ring_finger.BMP,98,M,Left,ring
98__M_Left_thumb_finger.BMP,98,M,Left,thumb
98__M_Right_index_finger.BMP,98,M,Right,index
98__M_Right_thumb_finger.BMP,98,M,Right,thumb
98__M_Left_middle_finger.BMP,98,M,Left,middle
98__M_Right_middle_finger.BMP,98,M,Right,middle
99__M_Left_little_finger.BMP,99,M,Left,little
99__M_Left_index_finger.BMP,99,M,Left,index
99__M_Left_middle_finger.BMP,99,M,Left,middle
99__M_Left_ring_finger.BMP,99,M,Left,ring
99__M_Left_thumb_finger.BMP,99,M,Left,thumb
99__M_Right_index_finger.BMP,99,M,Right,index
99__M_Right_little_finger.BMP,99,M,Right,little
99__M_Right_middle_finger.BMP,99,M,Right,middle
99__M_Right_ring_finger.BMP,99,M,Right,ring
99__M_Right_thumb_finger.BMP,99,M,Right,thumb
100__M_Left_index_finger.BMP,100,M,Left,index
100__M_Right_middle_finger.BMP,100,M,Right,middle
100__M_Left_little_finger.BMP,100,M,Left,little
100__M_Left_middle_finger.BMP,100,M,Left,middle
100__M_Left_ring_finger.BMP,100,M,Left,ring
100__M_Left_thumb_finger.BMP,100,M,Left,thumb
100__M_Right_index_finger.BMP,100,M,Right,index
100__M_Right_little_finger.BMP,100,M,Right,little
100__M_Right_ring_finger.BMP,100,M,Right,ring
100__M_Right_thumb_finger.BMP,100,M,Right,thumb
101__M_Right_ring_finger.BMP,101,M,Right,ring
101__M_Right_middle_finger.BMP,101,M,Right,middle
101__M_Left_little_finger.BMP,101,M,Left,little
101__M_Left_index_finger.BMP,101,M,Left,index
101__M_Left_thumb_finger.BMP,101,M,Left,thumb
101__M_Left_ring_finger.BMP,101,M,Left,ring
101__M_Right_thumb_finger.BMP,101,M,Right,thumb
101__M_Right_index_finger.BMP,101,M,Right,index
101__M_Right_little_finger.BMP,101,M,Right,little
101__M_Left_middle_finger.BMP,101,M,Left,middle
103__F_Right_little_finger.BMP,103,F,Right,little
103__F_Right_thumb_finger.BMP,103,F,Right,thumb
103__F_Right_ring_finger.BMP,103,F,Right,ring
103__F_Left_thumb_finger.BMP,103,F,Left,thumb
103__F_Left_ring_finger.BMP,103,F,Left,ring
103__F_Left_middle_finger.BMP,103,F,Left,middle
103__F_Right_index_finger.BMP,103,F,Right,index
103__F_Left_index_finger.BMP,103,F,Left,index
103__F_Right_middle_finger.BMP,103,F,Right,middle
103__F_Left_little_finger.BMP,103,F,Left,little
104__M_Right_thumb_finger.BMP,104,M,Right,thumb
104__M_Right_ring_finger.BMP,104,M,Right,ring
104__M_Right_little_finger.BMP,104,M,Right,little
104__M_Left_thumb_finger.BMP,104,M,Left,thumb
104__M_Right_middle_finger.BMP,104,M,Right,middle
104__M_Left_middle_finger.BMP,104,M,Left,middle
104__M_Left_little_finger.BMP,104,M,Left,little
104__M_Left_index_finger.BMP,104,M,Left,index
104__M_Left_ring_finger.BMP,104,M,Left,ring
104__M_Right_index_finger.BMP,104,M,Right,index
106__M_Left_index_finger.BMP,106,M,Left,index
106__M_Left_little_finger.BMP,106,M,Left,little
106__M_Left_middle_finger.BMP,106,M,Left,middle
106__M_Right_index_finger.BMP,106,M,Right,index
106__M_Left_thumb_finger.BMP,106,M,Left,thumb
106__M_Left_ring_finger.BMP,106,M,Left,ring
106__M_Right_middle_finger.BMP,106,M,Right,middle
106__M_Right_little_finger.BMP,106,M,Right,little
106__M_Right_thumb_finger.BMP,106,M,Right,thumb
106__M_Right_ring_finger.BMP,106,M,Right,ring
107__M_Right_ring_finger.BMP,107,M,Right,ring
107__M_Right_thumb_finger.BMP,107,M,Right,thumb
107__M_Left_index_finger.BMP,107,M,Left,index
107__M_Left_middle_finger.BMP,107,M,Left,middle
107__M_Left_ring_finger.BMP,107,M,Left,ring
107__M_Left_thumb_finger.BMP,107,M,Left,thumb
107__M_Right_index_finger.BMP,107,M,Right,index
107__M_Left_little_finger.BMP,107,M,Left,little
107__M_Right_little_finger.BMP,107,M,Right,little
107__M_Right_middle_finger.BMP,107,M,Right,middle
108__M_Right_little_finger.BMP,108,M,Right,little
108__M_Right_ring_finger.BMP,108,M,Right,ring
108__M_Left_index_finger.BMP,108,M,Left,index
108__M_Right_thumb_finger.BMP,108,M,Right,thumb
108__M_Left_little_finger.BMP,108,M,Left,little
108__M_Right_middle_finger.BMP,108,M,Right,middle
108__M_Left_ring_finger.BMP,108,M,Left,ring
108__M_Left_thumb_finger.BMP,108,M,Left,thumb
108__M_Right_index_finger.BMP,108,M,Right,index
108__M_Left_middle_finger.BMP,108,M,Left,middle
112__M_Right_thumb_finger.BMP,112,M,Right,thumb
112__M_Left_ring_finger.BMP,112,M,Left,ring
112__M_Right_middle_finger.BMP,112,M,Right,middle
112__M_Right_little_finger.BMP,112,M,Right,little
112__M_Right_index_finger.BMP,112,M,Right,index
112__M_Left_thumb_finger.BMP,112,M,Left,thumb
112__M_Left_middle_finger.BMP,112,M,Left,middle
112__M_Left_little_finger.BMP,112,M,Left,little
112__M_Left_index_finger.BMP,112,M,Left,index
112__M_Right_ring_finger.BMP,112,M,Right,ring
113__M_Right_ring_finger.BMP,113,M,Right,ring
113__M_Right_middle_finger.BMP,113,M,Right,middle
113__M_Right_little_finger.BMP,113,M,Right,little
113__M_Right_index_finger.BMP,113,M,Right,index
113__M_Left_thumb_finger.BMP,113,M,Left,thumb
113__M_Left_ring_finger.BMP,113,M,Left,ring
113__M_Left_index_finger.BMP,113,M,Left,index
113__M_Left_middle_finger.BMP,113,M,Left,middle
113__M_Left_little_finger.BMP,113,M,Left,little
113__M_Right_thumb_finger.BMP,113,M,Right,thumb
116__M_Left_middle_finger.BMP,116,M,Left,middle
116__M_Left_ring_finger.BMP,116,M,Left,ring
116__M_Left_little_finger.BMP,116,M,Left,little
116__M_Right_index_finger.BMP,116,M,Right,index
116__M_Right_thumb_finger.BMP,116,M,Right,thumb
116__M_Right_ring_finger.BMP,116,M,Right,ring
116__M_Right_middle_finger.BMP,116,M,Right,middle
116__M_Right_little_finger.BMP,116,M,Right,little
116__M_Left_index_finger.BMP,116,M,Left,index
116__M_Left_thumb_finger.BMP,116,M,Left,thumb
120__M_Left_index_finger.BMP,120,M,Left,index
120__M_Left_little_finger.BMP,120,M,Left,little
120__M_Left_middle_finger.BMP,120,M,Left,middle
120__M_Right_thumb_finger.BMP,120,M,Right,thumb
120__M_Right_ring_finger.BMP,120,M,Right,ring
120__M_Right_middle_finger.BMP,120,M,Right,middle
120__M_Right_little_finger.BMP,120,M,Right,little
120__M_Right_index_finger.BMP,120,M,Right,index
120__M_Left_thumb_finger.BMP,120,M,Left,thumb
120__M_Left_ring_finger.BMP,120,M,Left,ring
121__F_Left_middle_finger.BMP,121,F,Left,middle
121__F_Left_index_finger.BMP,121,F,Left,index
121__F_Left_little_finger.BMP,121,F,Left,little
121__F_Left_ring_finger.BMP,121,F,Left,ring
121__F_Left_thumb_finger.BMP,121,F,Left,thumb
121__F_Right_index_finger.BMP,121,F,Right,index
121__F_Right_little_finger.BMP,121,F,Right,little
121__F_Right_middle_finger.BMP,121,F,Right,middle
121__F_Right_ring_finger.BMP,121,F,Right,ring
121__F_Right_thumb_finger.BMP,121,F,Right,thumb
122__M_Right_ring_finger.BMP,122,M,Right,ring
122__M_Right_thumb_finger.BMP,122,M,Right,thumb
122__M_Right_little_finger.BMP,122,M,Right,little
122__M_Left_thumb_finger.BMP,122,M,Left,thumb
