Image Name,Number,Gender,Hand,Finger,Alteration
110__F_Right_ring_finger_Zcut.BMP,110,F,Right,ring,Zcut
110__F_Right_thumb_finger_CR.BMP,110,F,Right,thumb,CR
110__F_Right_thumb_finger_Obl.BMP,110,F,Right,thumb,Obl
110__F_Right_thumb_finger_Zcut.BMP,110,F,Right,thumb,Zcut
111__M_Left_index_finger_CR.BMP,111,M,Left,index,CR
111__M_Left_index_finger_Obl.BMP,111,M,Left,index,Obl
111__M_Left_index_finger_Zcut.BMP,111,M,Left,index,Zcut
111__M_Left_little_finger_Obl.BMP,111,M,Left,little,Obl
111__M_Left_little_finger_Zcut.BMP,111,M,Left,little,Zcut
111__M_Left_middle_finger_CR.BMP,111,M,Left,middle,CR
111__M_Left_middle_finger_Obl.BMP,111,M,Left,middle,Obl
111__M_Left_ring_finger_CR.BMP,111,M,Left,ring,CR
111__M_Left_ring_finger_Obl.BMP,111,M,Left,ring,Obl
111__M_Left_ring_finger_Zcut.BMP,111,M,Left,ring,Zcut
111__M_Left_thumb_finger_CR.BMP,111,M,Left,thumb,CR
111__M_Left_thumb_finger_Obl.BMP,111,M,Left,thumb,Obl
111__M_Right_index_finger_CR.BMP,111,M,Right,index,CR
111__M_Right_index_finger_Obl.BMP,111,M,Right,index,Obl
111__M_Right_index_finger_Zcut.BMP,111,M,Right,index,Zcut
111__M_Right_little_finger_CR.BMP,111,M,Right,little,CR
111__M_Right_little_finger_Obl.BMP,111,M,Right,little,Obl
111__M_Right_middle_finger_CR.BMP,111,M,Right,middle,CR
111__M_Right_middle_finger_Obl.BMP,111,M,Right,middle,Obl
111__M_Right_middle_finger_Zcut.BMP,111,M,Right,middle,Zcut
111__M_Right_ring_finger_CR.BMP,111,M,Right,ring,CR
111__M_Right_ring_finger_Obl.BMP,111,M,Right,ring,Obl
111__M_Right_ring_finger_Zcut.BMP,111,M,Right,ring,Zcut
111__M_Right_thumb_finger_CR.BMP,111,M,Right,thumb,CR
111__M_Right_thumb_finger_Obl.BMP,111,M,Right,thumb,Obl
119__F_Left_index_finger_CR.BMP,119,F,Left,index,CR
119__F_Left_index_finger_Obl.BMP,119,F,Left,index,Obl
119__F_Left_little_finger_CR.BMP,119,F,Left,little,CR
119__F_Left_little_finger_Obl.BMP,119,F,Left,little,Obl
119__F_Left_little_finger_Zcut.BMP,119,F,Left,little,Zcut
119__F_Left_middle_finger_CR.BMP,119,F,Left,middle,CR
119__F_Left_middle_finger_Obl.BMP,119,F,Left,middle,Obl
119__F_Left_ring_finger_CR.BMP,119,F,Left,ring,CR
119__F_Left_ring_finger_Obl.BMP,119,F,Left,ring,Obl
119__F_Left_thumb_finger_CR.BMP,119,F,Left,thumb,CR
119__F_Left_thumb_finger_Obl.BMP,119,F,Left,thumb,Obl
119__F_Left_thumb_finger_Zcut.BMP,119,F,Left,thumb,Zcut
119__F_Right_index_finger_CR.BMP,119,F,Right,index,CR
119__F_Right_index_finger_Obl.BMP,119,F,Right,index,Obl
119__F_Right_little_finger_CR.BMP,119,F,Right,little,CR
119__F_Right_little_finger_Obl.BMP,119,F,Right,little,Obl
119__F_Right_middle_finger_Obl.BMP,119,F,Right,middle,Obl
119__F_Right_ring_finger_Obl.BMP,119,F,Right,ring,Obl
119__F_Right_thumb_finger_CR.BMP,119,F,Right,thumb,CR
119__F_Right_thumb_finger_Obl.BMP,119,F,Right,thumb,Obl
11__M_Left_index_finger_CR.BMP,11,M,Left,index,CR
11__M_Left_index_finger_Obl.BMP,11,M,Left,index,Obl
11__M_Left_little_finger_CR.BMP,11,M,Left,little,CR
11__M_Left_little_finger_Obl.BMP,11,M,Left,little,Obl
11__M_Left_middle_finger_CR.BMP,11,M,Left,middle,CR
11__M_Left_middle_finger_Obl.BMP,11,M,Left,middle,Obl
11__M_Left_ring_finger_CR.BMP,11,M,Left,ring,CR
11__M_Left_ring_finger_Obl.BMP,11,M,Left,ring,Obl
11__M_Left_ring_finger_Zcut.BMP,11,M,Left,ring,Zcut
11__M_Left_thumb_finger_CR.BMP,11,M,Left,thumb,CR
11__M_Left_thumb_finger_Obl.BMP,11,M,Left,thumb,Obl
11__M_Left_thumb_finger_Zcut.BMP,11,M,Left,thumb,Zcut
11__M_Right_index_finger_CR.BMP,11,M,Right,index,CR
11__M_Right_index_finger_Obl.BMP,11,M,Right,index,Obl
11__M_Right_index_finger_Zcut.BMP,11,M,Right,index,Zcut
11__M_Right_little_finger_CR.BMP,11,M,Right,little,CR
11__M_Right_little_finger_Obl.BMP,11,M,Right,little,Obl
11__M_Right_little_finger_Zcut.BMP,11,M,Right,little,Zcut
11__M_Right_middle_finger_CR.BMP,11,M,Right,middle,CR
11__M_Right_middle_finger_Obl.BMP,11,M,Right,middle,Obl
11__M_Right_middle_finger_Zcut.BMP,11,M,Right,middle,Zcut
11__M_Right_ring_finger_CR.BMP,11,M,Right,ring,CR
11__M_Right_ring_finger_Obl.BMP,11,M,Right,ring,Obl
11__M_Right_ring_finger_Zcut.BMP,11,M,Right,ring,Zcut
11__M_Right_thumb_finger_CR.BMP,11,M,Right,thumb,CR
11__M_Right_thumb_finger_Obl.BMP,11,M,Right,thumb,Obl
11__M_Right_thumb_finger_Zcut.BMP,11,M,Right,thumb,Zcut
12__M_Left_index_finger_CR.BMP,12,M,Left,index,CR
12__M_Left_index_finger_Obl.BMP,12,M,Left,index,Obl
12__M_Left_little_finger_CR.BMP,12,M,Left,little,CR
12__M_Left_little_finger_Obl.BMP,12,M,Left,little,Obl
12__M_Left_little_finger_Zcut.BMP,12,M,Left,little,Zcut
12__M_Left_middle_finger_Obl.BMP,12,M,Left,middle,Obl
12__M_Left_ring_finger_CR.BMP,12,M,Left,ring,CR
12__M_Left_ring_finger_Obl.BMP,12,M,Left,ring,Obl
12__M_Left_thumb_finger_CR.BMP,12,M,Left,thumb,CR
12__M_Left_thumb_finger_Obl.BMP,12,M,Left,thumb,Obl
12__M_Left_thumb_finger_Zcut.BMP,12,M,Left,thumb,Zcut
12__M_Right_index_finger_CR.BMP,12,M,Right,index,CR
12__M_Right_index_finger_Obl.BMP,12,M,Right,index,Obl
12__M_Right_little_finger_CR.BMP,12,M,Right,little,CR
12__M_Right_little_finger_Obl.BMP,12,M,Right,little,Obl
12__M_Right_middle_finger_CR.BMP,12,M,Right,middle,CR
12__M_Right_middle_finger_Obl.BMP,12,M,Right,middle,Obl
12__M_Right_ring_finger_CR.BMP,12,M,Right,ring,CR
12__M_Right_ring_finger_Obl.BMP,12,M,Right,ring,Obl
12__M_Right_thumb_finger_CR.BMP,12,M,Right,thumb,CR
12__M_Right_thumb_finger_Obl.BMP,12,M,Right,thumb,Obl
12__M_Right_thumb_finger_Zcut.BMP,12,M,Right,thumb,Zcut
133__M_Left_index_finger_CR.BMP,133,M,Left,index,CR
133__M_Left_index_finger_Obl.BMP,133,M,Left,index,Obl
133__M_Left_index_finger_Zcut.BMP,133,M,Left,index,Zcut
133__M_Left_little_finger_CR.BMP,133,M,Left,little,CR
133__M_Left_little_finger_Obl.BMP,133,M,Left,little,Obl
133__M_Left_little_finger_Zcut.BMP,133,M,Left,little,Zcut
133__M_Left_middle_finger_Obl.BMP,133,M,Left,middle,Obl
133__M_Left_middle_finger_Zcut.BMP,133,M,Left,middle,Zcut
133__M_Left_ring_finger_Obl.BMP,133,M,Left,ring,Obl
133__M_Left_thumb_finger_CR.BMP,133,M,Left,thumb,CR
133__M_Left_thumb_finger_Obl.BMP,133,M,Left,thumb,Obl
133__M_Left_thumb_finger_Zcut.BMP,133,M,Left,thumb,Zcut
133__M_Right_index_finger_Obl.BMP,133,M,Right,index,Obl
133__M_Right_little_finger_Obl.BMP,133,M,Right,little,Obl
133__M_Right_middle_finger_Obl.BMP,133,M,Right,middle,Obl
133__M_Right_ring_finger_CR.BMP,133,M,Right,ring,CR
133__M_Right_ring_finger_Obl.BMP,133,M,Right,ring,Obl
133__M_Right_ring_finger_Zcut.BMP,133,M,Right,ring,Zcut
133__M_Right_thumb_finger_Obl.BMP,133,M,Right,thumb,Obl
133__M_Right_thumb_finger_Zcut.BMP,133,M,Right,thumb,Zcut
136__F_Left_index_finger_Obl.BMP,136,F,Left,index,Obl
136__F_Left_little_finger_CR.BMP,136,F,Left,little,CR
136__F_Left_little_finger_Obl.BMP,136,F,Left,little,Obl
136__F_Left_little_finger_Zcut.BMP,136,F,Left,little,Zcut
136__F_Left_middle_finger_Obl.BMP,136,F,Left,middle,Obl
136__F_Left_ring_finger_CR.BMP,136,F,Left,ring,CR
136__F_Left_ring_finger_Obl.BMP,136,F,Left,ring,Obl
136__F_Left_thumb_finger_CR.BMP,136,F,Left,thumb,CR
136__F_Left_thumb_finger_Obl.BMP,136,F,Left,thumb,Obl
136__F_Right_index_finger_CR.BMP,136,F,Right,index,CR
136__F_Right_index_finger_Obl.BMP,136,F,Right,index,Obl
136__F_Right_index_finger_Zcut.BMP,136,F,Right,index,Zcut
136__F_Right_little_finger_CR.BMP,136,F,Right,little,CR
136__F_Right_little_finger_Obl.BMP,136,F,Right,little,Obl
136__F_Right_little_finger_Zcut.BMP,136,F,Right,little,Zcut
136__F_Right_middle_finger_CR.BMP,136,F,Right,middle,CR
136__F_Right_middle_finger_Obl.BMP,136,F,Right,middle,Obl
136__F_Right_middle_finger_Zcut.BMP,136,F,Right,middle,Zcut
136__F_Right_ring_finger_CR.BMP,136,F,Right,ring,CR
136__F_Right_ring_finger_Obl.BMP,136,F,Right,ring,Obl
136__F_Right_ring_finger_Zcut.BMP,136,F,Right,ring,Zcut
136__F_Right_thumb_finger_Obl.BMP,136,F,Right,thumb,Obl
138__M_Left_index_finger_CR.BMP,138,M,Left,index,CR
138__M_Left_index_finger_Obl.BMP,138,M,Left,index,Obl
138__M_Left_little_finger_Obl.BMP,138,M,Left,little,Obl
138__M_Left_middle_finger_CR.BMP,138,M,Left,middle,CR
138__M_Left_middle_finger_Obl.BMP,138,M,Left,middle,Obl
138__M_Left_ring_finger_CR.BMP,138,M,Left,ring,CR
138__M_Left_ring_finger_Obl.BMP,138,M,Left,ring,Obl
138__M_Left_thumb_finger_CR.BMP,138,M,Left,thumb,CR
138__M_Left_thumb_finger_Obl.BMP,138,M,Left,thumb,Obl
138__M_Right_index_finger_CR.BMP,138,M,Right,index,CR
138__M_Right_index_finger_Obl.BMP,138,M,Right,index,Obl
138__M_Right_little_finger_Obl.BMP,138,M,Right,little,Obl
138__M_Right_middle_finger_CR.BMP,138,M,Right,middle,CR
138__M_Right_middle_finger_Obl.BMP,138,M,Right,middle,Obl
138__M_Right_middle_finger_Zcut.BMP,138,M,Right,middle,Zcut
138__M_Right_ring_finger_Obl.BMP,138,M,Right,ring,Obl
138__M_Right_thumb_finger_CR.BMP,138,M,Right,thumb,CR
138__M_Right_thumb_finger_Obl.BMP,138,M,Right,thumb,Obl
138__M_Right_thumb_finger_Zcut.BMP,138,M,Right,thumb,Zcut
141__F_Left_index_finger_CR.BMP,141,F,Left,index,CR
141__F_Left_index_finger_Obl.BMP,141,F,Left,index,Obl
141__F_Left_index_finger_Zcut.BMP,141,F,Left,index,Zcut
141__F_Left_little_finger_CR.BMP,141,F,Left,little,CR
141__F_Left_little_finger_Obl.BMP,141,F,Left,little,Obl
141__F_Left_little_finger_Zcut.BMP,141,F,Left,little,Zcut
141__F_Left_middle_finger_Obl.BMP,141,F,Left,middle,Obl
141__F_Left_ring_finger_CR.BMP,141,F,Left,ring,CR
141__F_Left_ring_finger_Obl.BMP,141,F,Left,ring,Obl
141__F_Left_ring_finger_Zcut.BMP,141,F,Left,ring,Zcut
141__F_Left_thumb_finger_CR.BMP,141,F,Left,thumb,CR
141__F_Left_thumb_finger_Obl.BMP,141,F,Left,thumb,Obl
141__F_Left_thumb_finger_Zcut.BMP,141,F,Left,thumb,Zcut
141__F_Right_index_finger_CR.BMP,141,F,Right,index,CR
141__F_Right_index_finger_Obl.BMP,141,F,Right,index,Obl
141__F_Right_little_finger_CR.BMP,141,F,Right,little,CR
141__F_Right_little_finger_Obl.BMP,141,F,Right,little,Obl
141__F_Right_middle_finger_CR.BMP,141,F,Right,middle,CR
141__F_Right_middle_finger_Obl.BMP,141,F,Right,middle,Obl
141__F_Right_middle_finger_Zcut.BMP,141,F,Right,middle,Zcut
141__F_Right_ring_finger_CR.BMP,141,F,Right,ring,CR
141__F_Right_ring_finger_Obl.BMP,141,F,Right,ring,Obl
141__F_Right_thumb_finger_CR.BMP,141,F,Right,thumb,CR
141__F_Right_thumb_finger_Obl.BMP,141,F,Right,thumb,Obl
141__F_Right_thumb_finger_Zcut.BMP,141,F,Right,thumb,Zcut
149__F_Left_index_finger_CR.BMP,149,F,Left,index,CR
149__F_Left_index_finger_Obl.BMP,149,F,Left,index,Obl
149__F_Left_index_finger_Zcut.BMP,149,F,Left,index,Zcut
149__F_Left_little_finger_CR.BMP,149,F,Left,little,CR
149__F_Left_little_finger_Obl.BMP,149,F,Left,little,Obl
149__F_Left_little_finger_Zcut.BMP,149,F,Left,little,Zcut
149__F_Left_middle_finger_Obl.BMP,149,F,Left,middle,Obl
149__F_Left_ring_finger_CR.BMP,149,F,Left,ring,CR
149__F_Left_ring_finger_Obl.BMP,149,F,Left,ring,Obl
149__F_Left_ring_finger_Zcut.BMP,149,F,Left,ring,Zcut
149__F_Left_thumb_finger_CR.BMP,149,F,Left,thumb,CR
149__F_Left_thumb_finger_Obl.BMP,149,F,Left,thumb,Obl
149__F_Left_thumb_finger_Zcut.BMP,149,F,Left,thumb,Zcut
149__F_Right_index_finger_Obl.BMP,149,F,Right,index,Obl
149__F_Right_little_finger_CR.BMP,149,F,Right,little,CR
149__F_Right_little_finger_Obl.BMP,149,F,Right,little,Obl
149__F_Right_middle_finger_CR.BMP,149,F,Right,middle,CR
149__F_Right_middle_finger_Obl.BMP,149,F,Right,middle,Obl
149__F_Right_middle_finger_Zcut.BMP,149,F,Right,middle,Zcut
149__F_Right_ring_finger_CR.BMP,149,F,Right,ring,CR
149__F_Right_ring_finger_Obl.BMP,149,F,Right,ring,Obl
149__F_Right_ring_finger_Zcut.BMP,149,F,Right,ring,Zcut
149__F_Right_thumb_finger_CR.BMP,149,F,Right,thumb,CR
149__F_Right_thumb_finger_Obl.BMP,149,F,Right,thumb,Obl
149__F_Right_thumb_finger_Zcut.BMP,149,F,Right,thumb,Zcut
156__F_Left_index_finger_CR.BMP,156,F,Left,index,CR
156__F_Left_index_finger_Obl.BMP,156,F,Left,index,Obl
156__F_Left_little_finger_CR.BMP,156,F,Left,little,CR
156__F_Left_little_finger_Obl.BMP,156,F,Left,little,Obl
156__F_Left_middle_finger_CR.BMP,156,F,Left,middle,CR
156__F_Left_middle_finger_Obl.BMP,156,F,Left,middle,Obl
156__F_Left_ring_finger_CR.BMP,156,F,Left,ring,CR
156__F_Left_ring_finger_Obl.BMP,156,F,Left,ring,Obl
156__F_Left_ring_finger_Zcut.BMP,156,F,Left,ring,Zcut
156__F_Left_thumb_finger_CR.BMP,156,F,Left,thumb,CR
156__F_Left_thumb_finger_Obl.BMP,156,F,Left,thumb,Obl
156__F_Left_thumb_finger_Zcut.BMP,156,F,Left,thumb,Zcut
156__F_Right_index_finger_Obl.BMP,156,F,Right,index,Obl
156__F_Right_little_finger_CR.BMP,156,F,Right,little,CR
156__F_Right_little_finger_Obl.BMP,156,F,Right,little,Obl
156__F_Right_middle_finger_CR.BMP,156,F,Right,middle,CR
156__F_Right_middle_finger_Obl.BMP,156,F,Right,middle,Obl
156__F_Right_ring_finger_CR.BMP,156,F,Right,ring,CR
156__F_Right_ring_finger_Obl.BMP,156,F,Right,ring,Obl
156__F_Right_ring_finger_Zcut.BMP,156,F,Right,ring,Zcut
156__F_Right_thumb_finger_Obl.BMP,156,F,Right,thumb,Obl
164__M_Left_index_finger_Obl.BMP,164,M,Left,index,Obl
164__M_Left_little_finger_CR.BMP,164,M,Left,little,CR
164__M_Left_little_finger_Obl.BMP,164,M,Left,little,Obl
164__M_Left_middle_finger_CR.BMP,164,M,Left,middle,CR
164__M_Left_middle_finger_Obl.BMP,164,M,Left,middle,Obl
164__M_Left_middle_finger_Zcut.BMP,164,M,Left,middle,Zcut
164__M_Left_ring_finger_Obl.BMP,164,M,Left,ring,Obl
164__M_Left_thumb_finger_CR.BMP,164,M,Left,thumb,CR
164__M_Left_thumb_finger_Obl.BMP,164,M,Left,thumb,Obl
164__M_Left_thumb_finger_Zcut.BMP,164,M,Left,thumb,Zcut
164__M_Right_index_finger_Obl.BMP,164,M,Right,index,Obl
164__M_Right_little_finger_CR.BMP,164,M,Right,little,CR
164__M_Right_little_finger_Obl.BMP,164,M,Right,little,Obl
164__M_Right_middle_finger_CR.BMP,164,M,Right,middle,CR
164__M_Right_middle_finger_Obl.BMP,164,M,Right,middle,Obl
164__M_Right_middle_finger_Zcut.BMP,164,M,Right,middle,Zcut
164__M_Right_ring_finger_CR.BMP,164,M,Right,ring,CR
164__M_Right_ring_finger_Obl.BMP,164,M,Right,ring,Obl
164__M_Right_ring_finger_Zcut.BMP,164,M,Right,ring,Zcut
164__M_Right_thumb_finger_CR.BMP,164,M,Right,thumb,CR
164__M_Right_thumb_finger_Obl.BMP,164,M,Right,thumb,Obl
166__M_Left_index_finger_CR.BMP,166,M,Left,index,CR
166__M_Left_index_finger_Obl.BMP,166,M,Left,index,Obl
166__M_Left_index_finger_Zcut.BMP,166,M,Left,index,Zcut
166__M_Left_little_finger_CR.BMP,166,M,Left,little,CR
166__M_Left_little_finger_Obl.BMP,166,M,Left,little,Obl
166__M_Left_little_finger_Zcut.BMP,166,M,Left,little,Zcut
166__M_Left_middle_finger_Obl.BMP,166,M,Left,middle,Obl
166__M_Left_middle_finger_Zcut.BMP,166,M,Left,middle,Zcut
166__M_Left_ring_finger_CR.BMP,166,M,Left,ring,CR
166__M_Left_ring_finger_Obl.BMP,166,M,Left,ring,Obl
166__M_Left_thumb_finger_CR.BMP,166,M,Left,thumb,CR
166__M_Left_thumb_finger_Obl.BMP,166,M,Left,thumb,Obl
166__M_Left_thumb_finger_Zcut.BMP,166,M,Left,thumb,Zcut
166__M_Right_index_finger_Obl.BMP,166,M,Right,index,Obl
166__M_Right_little_finger_Obl.BMP,166,M,Right,little,Obl
166__M_Right_middle_finger_CR.BMP,166,M,Right,middle,CR
166__M_Right_middle_finger_Obl.BMP,166,M,Right,middle,Obl
166__M_Right_middle_finger_Zcut.BMP,166,M,Right,middle,Zcut
166__M_Right_ring_finger_Obl.BMP,166,M,Right,ring,Obl
166__M_Right_thumb_finger_CR.BMP,166,M,Right,thumb,CR
166__M_Right_thumb_finger_Obl.BMP,166,M,Right,thumb,Obl
166__M_Right_thumb_finger_Zcut.BMP,166,M,Right,thumb,Zcut
177__F_Left_index_finger_CR.BMP,177,F,Left,index,CR
177__F_Left_index_finger_Obl.BMP,177,F,Left,index,Obl
177__F_Left_little_finger_CR.BMP,177,F,Left,little,CR
177__F_Left_little_finger_Obl.BMP,177,F,Left,little,Obl
177__F_Left_middle_finger_CR.BMP,177,F,Left,middle,CR
177__F_Left_middle_finger_Obl.BMP,177,F,Left,middle,Obl
177__F_Left_ring_finger_Obl.BMP,177,F,Left,ring,Obl
177__F_Left_thumb_finger_CR.BMP,177,F,Left,thumb,CR
177__F_Left_thumb_finger_Obl.BMP,177,F,Left,thumb,Obl
177__F_Left_thumb_finger_Zcut.BMP,177,F,Left,thumb,Zcut
177__F_Right_index_finger_Obl.BMP,177,F,Right,index,Obl
177__F_Right_little_finger_CR.BMP,177,F,Right,little,CR
177__F_Right_little_finger_Obl.BMP,177,F,Right,little,Obl
177__F_Right_middle_finger_Obl.BMP,177,F,Right,middle,Obl
177__F_Right_ring_finger_CR.BMP,177,F,Right,ring,CR
177__F_Right_ring_finger_Obl.BMP,177,F,Right,ring,Obl
177__F_Right_ring_finger_Zcut.BMP,177,F,Right,ring,Zcut
177__F_Right_thumb_finger_Obl.BMP,177,F,Right,thumb,Obl
182__M_Left_index_finger_CR.BMP,182,M,Left,index,CR
182__M_Left_index_finger_Obl.BMP,182,M,Left,index,Obl
182__M_Left_little_finger_CR.BMP,182,M,Left,little,CR
182__M_Left_little_finger_Obl.BMP,182,M,Left,little,Obl
182__M_Left_little_finger_Zcut.BMP,182,M,Left,little,Zcut
182__M_Left_middle_finger_CR.BMP,182,M,Left,middle,CR
182__M_Left_middle_finger_Obl.BMP,182,M,Left,middle,Obl
182__M_Left_middle_finger_Zcut.BMP,182,M,Left,middle,Zcut
182__M_Left_ring_finger_CR.BMP,182,M,Left,ring,CR
182__M_Left_ring_finger_Obl.BMP,182,M,Left,ring,Obl
182__M_Left_ring_finger_Zcut.BMP,182,M,Left,ring,Zcut
182__M_Left_thumb_finger_CR.BMP,182,M,Left,thumb,CR
182__M_Left_thumb_finger_Obl.BMP,182,M,Left,thumb,Obl
182__M_Left_thumb_finger_Zcut.BMP,182,M,Left,thumb,Zcut
182__M_Right_index_finger_CR.BMP,182,M,Right,index,CR
182__M_Right_index_finger_Obl.BMP,182,M,Right,index,Obl
182__M_Right_index_finger_Zcut.BMP,182,M,Right,index,Zcut
182__M_Right_little_finger_CR.BMP,182,M,Right,little,CR
182__M_Right_little_finger_Obl.BMP,182,M,Right,little,Obl
182__M_Right_middle_finger_CR.BMP,182,M,Right,middle,CR
182__M_Right_middle_finger_Obl.BMP,182,M,Right,middle,Obl
182__M_Right_middle_finger_Zcut.BMP,182,M,Right,middle,Zcut
182__M_Right_ring_finger_CR.BMP,182,M,Right,ring,CR
182__M_Right_ring_finger_Obl.BMP,182,M,Right,ring,Obl
182__M_Right_ring_finger_Zcut.BMP,182,M,Right,ring,Zcut
182__M_Right_thumb_finger_CR.BMP,182,M,Right,thumb,CR
182__M_Right_thumb_finger_Obl.BMP,182,M,Right,thumb,Obl
182__M_Right_thumb_finger_Zcut.BMP,182,M,Right,thumb,Zcut
183__M_Left_index_finger_CR.BMP,183,M,Left,index,CR
183__M_Left_index_finger_Obl.BMP,183,M,Left,index,Obl
183__M_Left_index_finger_Zcut.BMP,183,M,Left,index,Zcut
183__M_Left_little_finger_CR.BMP,183,M,Left,little,CR
183__M_Left_little_finger_Obl.BMP,183,M,Left,little,Obl
183__M_Left_little_finger_Zcut.BMP,183,M,Left,little,Zcut
183__M_Left_middle_finger_CR.BMP,183,M,Left,middle,CR
183__M_Left_middle_finger_Obl.BMP,183,M,Left,middle,Obl
183__M_Left_middle_finger_Zcut.BMP,183,M,Left,middle,Zcut
183__M_Left_ring_finger_CR.BMP,183,M,Left,ring,CR
183__M_Left_ring_finger_Obl.BMP,183,M,Left,ring,Obl
183__M_Left_ring_finger_Zcut.BMP,183,M,Left,ring,Zcut
183__M_Left_thumb_finger_CR.BMP,183,M,Left,thumb,CR
183__M_Left_thumb_finger_Obl.BMP,183,M,Left,thumb,Obl
183__M_Left_thumb_finger_Zcut.BMP,183,M,Left,thumb,Zcut
183__M_Right_index_finger_CR.BMP,183,M,Right,index,CR
183__M_Right_index_finger_Obl.BMP,183,M,Right,index,Obl
183__M_Right_little_finger_CR.BMP,183,M,Right,little,CR
183__M_Right_little_finger_Obl.BMP,183,M,Right,little,Obl
183__M_Right_middle_finger_CR.BMP,183,M,Right,middle,CR
183__M_Right_middle_finger_Obl.BMP,183,M,Right,middle,Obl
