Image Name,Number,Gender,Hand,Finger
5__M_Left_thumb_finger.BMP,5,M,Left,thumb
6__M_Left_middle_finger.BMP,6,M,Left,middle
6__M_Left_little_finger.BMP,6,M,Left,little
6__M_Left_index_finger.BMP,6,M,Left,index
6__M_Left_ring_finger.BMP,6,M,Left,ring
6__M_Right_index_finger.BMP,6,M,Right,index
6__M_Right_little_finger.BMP,6,M,Right,little
6__M_Right_middle_finger.BMP,6,M,Right,middle
6__M_Right_ring_finger.BMP,6,M,Right,ring
6__M_Right_thumb_finger.BMP,6,M,Right,thumb
6__M_Left_thumb_finger.BMP,6,M,Left,thumb
8__M_Left_index_finger.BMP,8,M,Left,index
8__M_Left_little_finger.BMP,8,M,Left,little
8__M_Left_middle_finger.BMP,8,M,Left,middle
8__M_Left_ring_finger.BMP,8,M,Left,ring
8__M_Left_thumb_finger.BMP,8,M,Left,thumb
8__M_Right_index_finger.BMP,8,M,Right,index
8__M_Right_little_finger.BMP,8,M,Right,little
8__M_Right_middle_finger.BMP,8,M,Right,middle
8__M_Right_ring_finger.BMP,8,M,Right,ring
8__M_Right_thumb_finger.BMP,8,M,Right,thumb
9__M_Right_thumb_finger.BMP,9,M,Right,thumb
9__M_Left_thumb_finger.BMP,9,M,Left,thumb
9__M_Right_middle_finger.BMP,9,M,Right,middle
9__M_Left_index_finger.BMP,9,M,Left,index
9__M_Left_little_finger.BMP,9,M,Left,little
9__M_Left_middle_finger.BMP,9,M,Left,middle
9__M_Left_ring_finger.BMP,9,M,Left,ring
9__M_Right_ring_finger.BMP,9,M,Right,ring
9__M_Right_index_finger.BMP,9,M,Right,index
9__M_Right_little_finger.BMP,9,M,Right,little
10__M_Right_index_finger.BMP,10,M,Right,index
10__M_Left_thumb_finger.BMP,10,M,Left,thumb
10__M_Left_ring_finger.BMP,10,M,Left,ring
10__M_Left_middle_finger.BMP,10,M,Left,middle
10__M_Left_little_finger.BMP,10,M,Left,little
10__M_Left_index_finger.BMP,10,M,Left,index
10__M_Right_ring_finger.BMP,10,M,Right,ring
10__M_Right_little_finger.BMP,10,M,Right,little
10__M_Right_thumb_finger.BMP,10,M,Right,thumb
10__M_Right_middle_finger.BMP,10,M,Right,middle
13__F_Right_middle_finger.BMP,13,F,Right,middle
13__F_Right_little_finger.BMP,13,F,Right,little
13__F_Right_index_finger.BMP,13,F,Right,index
13__F_Left_thumb_finger.BMP,13,F,Left,thumb
13__F_Right_ring_finger.BMP,13,F,Right,ring
13__F_Left_middle_finger.BMP,13,F,Left,middle
13__F_Left_little_finger.BMP,13,F,Left,little
13__F_Left_index_finger.BMP,13,F,Left,index
13__F_Right_thumb_finger.BMP,13,F,Right,thumb
13__F_Left_ring_finger.BMP,13,F,Left,ring
14__M_Left_index_finger.BMP,14,M,Left,index
14__M_Right_ring_finger.BMP,14,M,Right,ring
14__M_Left_thumb_finger.BMP,14,M,Left,thumb
14__M_Left_little_finger.BMP,14,M,Left,little
14__M_Left_middle_finger.BMP,14,M,Left,middle
14__M_Left_ring_finger.BMP,14,M,Left,ring
14__M_Right_index_finger.BMP,14,M,Right,index
14__M_Right_little_finger.BMP,14,M,Right,little
14__M_Right_middle_finger.BMP,14,M,Right,middle
14__M_Right_thumb_finger.BMP,14,M,Right,thumb
15__F_Right_thumb_finger.BMP,15,F,Right,thumb
15__F_Left_index_finger.BMP,15,F,Left,index
15__F_Left_little_finger.BMP,15,F,Left,little
15__F_Right_ring_finger.BMP,15,F,Right,ring
15__F_Right_middle_finger.BMP,15,F,Right,middle
15__F_Right_little_finger.BMP,15,F,Right,little
15__F_Right_index_finger.BMP,15,F,Right,index
15__F_Left_thumb_finger.BMP,15,F,Left,thumb
15__F_Left_ring_finger.BMP,15,F,Left,ring
15__F_Left_middle_finger.BMP,15,F,Left,middle
16__M_Right_index_finger.BMP,16,M,Right,index
16__M_Left_index_finger.BMP,16,M,Left,index
16__M_Left_thumb_finger.BMP,16,M,Left,thumb
16__M_Left_middle_finger.BMP,16,M,Left,middle
16__M_Left_ring_finger.BMP,16,M,Left,ring
16__M_Right_thumb_finger.BMP,16,M,Right,thumb
16__M_Right_ring_finger.BMP,16,M,Right,ring
16__M_Right_middle_finger.BMP,16,M,Right,middle
16__M_Right_little_finger.BMP,16,M,Right,little
16__M_Left_little_finger.BMP,16,M,Left,little
17__M_Right_thumb_finger.BMP,17,M,Right,thumb
17__M_Right_ring_finger.BMP,17,M,Right,ring
17__M_Right_middle_finger.BMP,17,M,Right,middle
17__M_Right_index_finger.BMP,17,M,Right,index
17__M_Right_little_finger.BMP,17,M,Right,little
17__M_Left_ring_finger.BMP,17,M,Left,ring
17__M_Left_little_finger.BMP,17,M,Left,little
17__M_Left_index_finger.BMP,17,M,Left,index
17__M_Left_thumb_finger.BMP,17,M,Left,thumb
17__M_Left_middle_finger.BMP,17,M,Left,middle
18__M_Right_ring_finger.BMP,18,M,Right,ring
18__M_Left_index_finger.BMP,18,M,Left,index
18__M_Left_little_finger.BMP,18,M,Left,little
18__M_Left_middle_finger.BMP,18,M,Left,middle
18__M_Left_ring_finger.BMP,18,M,Left,ring
18__M_Left_thumb_finger.BMP,18,M,Left,thumb
18__M_Right_index_finger.BMP,18,M,Right,index
18__M_Right_little_finger.BMP,18,M,Right,little
18__M_Right_middle_finger.BMP,18,M,Right,middle
18__M_Right_thumb_finger.BMP,18,M,Right,thumb
19__M_Left_index_finger.BMP,19,M,Left,index
19__M_Left_little_finger.BMP,19,M,Left,little
19__M_Left_middle_finger.BMP,19,M,Left,middle
19__M_Left_ring_finger.BMP,19,M,Left,ring
19__M_Left_thumb_finger.BMP,19,M,Left,thumb
19__M_Right_index_finger.BMP,19,M,Right,index
19__M_Right_little_finger.BMP,19,M,Right,little
19__M_Right_middle_finger.BMP,19,M,Right,middle
19__M_Right_ring_finger.BMP,19,M,Right,ring
19__M_Right_thumb_finger.BMP,19,M,Right,thumb
20__M_Right_thumb_finger.BMP,20,M,Right,thumb
20__M_Right_ring_finger.BMP,20,M,Right,ring
20__M_Right_middle_finger.BMP,20,M,Right,middle
20__M_Right_little_finger.BMP,20,M,Right,little
20__M_Right_index_finger.BMP,20,M,Right,index
20__M_Left_little_finger.BMP,20,M,Left,little
20__M_Left_ring_finger.BMP,20,M,Left,ring
20__M_Left_middle_finger.BMP,20,M,Left,middle
20__M_Left_index_finger.BMP,20,M,Left,index
20__M_Left_thumb_finger.BMP,20,M,Left,thumb
21__M_Right_little_finger.BMP,21,M,Right,little
21__M_Right_thumb_finger.BMP,21,M,Right,thumb
21__M_Right_ring_finger.BMP,21,M,Right,ring
21__M_Right_middle_finger.BMP,21,M,Right,middle
21__M_Right_index_finger.BMP,21,M,Right,index
21__M_Left_little_finger.BMP,21,M,Left,little
21__M_Left_ring_finger.BMP,21,M,Left,ring
21__M_Left_middle_finger.BMP,21,M,Left,middle
21__M_Left_index_finger.BMP,21,M,Left,index
21__M_Left_thumb_finger.BMP,21,M,Left,thumb
22__M_Right_ring_finger.BMP,22,M,Right,ring
22__M_Left_index_finger.BMP,22,M,Left,index
22__M_Left_little_finger.BMP,22,M,Left,little
22__M_Left_middle_finger.BMP,22,M,Left,middle
22__M_Left_ring_finger.BMP,22,M,Left,ring
22__M_Left_thumb_finger.BMP,22,M,Left,thumb
22__M_Right_index_finger.BMP,22,M,Right,index
22__M_Right_little_finger.BMP,22,M,Right,little
22__M_Right_middle_finger.BMP,22,M,Right,middle
22__M_Right_thumb_finger.BMP,22,M,Right,thumb
23__M_Right_ring_finger.BMP,23,M,Right,ring
23__M_Right_little_finger.BMP,23,M,Right,little
23__M_Right_middle_finger.BMP,23,M,Right,middle
23__M_Right_thumb_finger.BMP,23,M,Right,thumb
23__M_Right_index_finger.BMP,23,M,Right,index
23__M_Left_little_finger.BMP,23,M,Left,little
23__M_Left_ring_finger.BMP,23,M,Left,ring
23__M_Left_index_finger.BMP,23,M,Left,index
23__M_Left_thumb_finger.BMP,23,M,Left,thumb
23__M_Left_middle_finger.BMP,23,M,Left,middle
24__F_Left_index_finger.BMP,24,F,Left,index
24__F_Left_little_finger.BMP,24,F,Left,little
24__F_Left_middle_finger.BMP,24,F,Left,middle
24__F_Left_ring_finger.BMP,24,F,Left,ring
24__F_Right_index_finger.BMP,24,F,Right,index
24__F_Right_little_finger.BMP,24,F,Right,little
24__F_Right_middle_finger.BMP,24,F,Right,middle
24__F_Right_ring_finger.BMP,24,F,Right,ring
24__F_Right_thumb_finger.BMP,24,F,Right,thumb
24__F_Left_thumb_finger.BMP,24,F,Left,thumb
26__M_Right_thumb_finger.BMP,26,M,Right,thumb
26__M_Right_ring_finger.BMP,26,M,Right,ring
26__M_Right_middle_finger.BMP,26,M,Right,middle
26__M_Right_little_finger.BMP,26,M,Right,little
26__M_Right_index_finger.BMP,26,M,Right,index
26__M_Left_thumb_finger.BMP,26,M,Left,thumb
26__M_Left_middle_finger.BMP,26,M,Left,middle
26__M_Left_little_finger.BMP,26,M,Left,little
26__M_Left_index_finger.BMP,26,M,Left,index
26__M_Left_ring_finger.BMP,26,M,Left,ring
27__M_Right_thumb_finger.BMP,27,M,Right,thumb
27__M_Right_little_finger.BMP,27,M,Right,little
27__M_Right_ring_finger.BMP,27,M,Right,ring
27__M_Right_middle_finger.BMP,27,M,Right,middle
27__M_Right_index_finger.BMP,27,M,Right,index
27__M_Left_little_finger.BMP,27,M,Left,little
27__M_Left_ring_finger.BMP,27,M,Left,ring
27__M_Left_middle_finger.BMP,27,M,Left,middle
27__M_Left_index_finger.BMP,27,M,Left,index
27__M_Left_thumb_finger.BMP,27,M,Left,thumb
28__M_Right_thumb_finger.BMP,28,M,Right,thumb
28__M_Right_index_finger.BMP,28,M,Right,index
28__M_Right_ring_finger.BMP,28,M,Right,ring
28__M_Right_middle_finger.BMP,28,M,Right,middle
28__M_Left_thumb_finger.BMP,28,M,Left,thumb
28__M_Right_little_finger.BMP,28,M,Right,little
28__M_Left_middle_finger.BMP,28,M,Left,middle
28__M_Left_ring_finger.BMP,28,M,Left,ring
28__M_Left_little_finger.BMP,28,M,Left,little
28__M_Left_index_finger.BMP,28,M,Left,index
29__F_Right_ring_finger.BMP,29,F,Right,ring
29__F_Right_middle_finger.BMP,29,F,Right,middle
29__F_Right_little_finger.BMP,29,F,Right,little
29__F_Right_index_finger.BMP,29,F,Right,index
29__F_Left_thumb_finger.BMP,29,F,Left,thumb
29__F_Right_thumb_finger.BMP,29,F,Right,thumb
29__F_Left_middle_finger.BMP,29,F,Left,middle
29__F_Left_little_finger.BMP,29,F,Left,little
29__F_Left_index_finger.BMP,29,F,Left,index
29__F_Left_ring_finger.BMP,29,F,Left,ring
32__M_Left_index_finger.BMP,32,M,Left,index
32__M_Left_little_finger.BMP,32,M,Left,little
32__M_Left_middle_finger.BMP,32,M,Left,middle
32__M_Left_ring_finger.BMP,32,M,Left,ring
32__M_Right_index_finger.BMP,32,M,Right,index
32__M_Right_little_finger.BMP,32,M,Right,little
32__M_Right_middle_finger.BMP,32,M,Right,middle
32__M_Right_ring_finger.BMP,32,M,Right,ring
32__M_Right_thumb_finger.BMP,32,M,Right,thumb
32__M_Left_thumb_finger.BMP,32,M,Left,thumb
33__M_Right_thumb_finger.BMP,33,M,Right,thumb
33__M_Right_ring_finger.BMP,33,M,Right,ring
33__M_Right_index_finger.BMP,33,M,Right,index
33__M_Right_middle_finger.BMP,33,M,Right,middle
33__M_Right_little_finger.BMP,33,M,Right,little
33__M_Left_thumb_finger.BMP,33,M,Left,thumb
33__M_Left_middle_finger.BMP,33,M,Left,middle
33__M_Left_little_finger.BMP,33,M,Left,little
33__M_Left_index_finger.BMP,33,M,Left,index
33__M_Left_ring_finger.BMP,33,M,Left,ring
34__M_Right_thumb_finger.BMP,34,M,Right,thumb
34__M_Right_ring_finger.BMP,34,M,Right,ring
34__M_Right_middle_finger.BMP,34,M,Right,middle
34__M_Right_little_finger.BMP,34,M,Right,little
34__M_Right_index_finger.BMP,34,M,Right,index
34__M_Left_thumb_finger.BMP,34,M,Left,thumb
34__M_Left_middle_finger.BMP,34,M,Left,middle
34__M_Left_little_finger.BMP,34,M,Left,little
34__M_Left_index_finger.BMP,34,M,Left,index
34__M_Left_ring_finger.BMP,34,M,Left,ring
35__M_Right_little_finger.BMP,35,M,Right,little
35__M_Right_thumb_finger.BMP,35,M,Right,thumb
35__M_Right_ring_finger.BMP,35,M,Right,ring
35__M_Right_middle_finger.BMP,35,M,Right,middle
35__M_Right_index_finger.BMP,35,M,Right,index
35__M_Left_middle_finger.BMP,35,M,Left,middle
35__M_Left_ring_finger.BMP,35,M,Left,ring
35__M_Left_thumb_finger.BMP,35,M,Left,thumb
35__M_Left_little_finger.BMP,35,M,Left,little
35__M_Left_index_finger.BMP,35,M,Left,index
36__M_Right_ring_finger.BMP,36,M,Right,ring
36__M_Right_middle_finger.BMP,36,M,Right,middle
36__M_Right_little_finger.BMP,36,M,Right,little
36__M_Right_index_finger.BMP,36,M,Right,index
36__M_Left_thumb_finger.BMP,36,M,Left,thumb
36__M_Right_thumb_finger.BMP,36,M,Right,thumb
36__M_Left_middle_finger.BMP,36,M,Left,middle
36__M_Left_little_finger.BMP,36,M,Left,little
36__M_Left_index_finger.BMP,36,M,Left,index
36__M_Left_ring_finger.BMP,36,M,Left,ring
37__M_Right_thumb_finger.BMP,37,M,Right,thumb
37__M_Right_ring_finger.BMP,37,M,Right,ring
37__M_Right_middle_finger.BMP,37,M,Right,middle
37__M_Right_little_finger.BMP,37,M,Right,little
37__M_Right_index_finger.BMP,37,M,Right,index
37__M_Left_thumb_finger.BMP,37,M,Left,thumb
37__M_Left_middle_finger.BMP,37,M,Left,middle
37__M_Left_little_finger.BMP,37,M,Left,little
37__M_Left_index_finger.BMP,37,M,Left,index
37__M_Left_ring_finger.BMP,37,M,Left,ring
38__M_Right_thumb_finger.BMP,38,M,Right,thumb
38__M_Right_index_finger.BMP,38,M,Right,index
38__M_Right_middle_finger.BMP,38,M,Right,middle
38__M_Right_little_finger.BMP,38,M,Right,little
38__M_Left_thumb_finger.BMP,38,M,Left,thumb
38__M_Right_ring_finger.BMP,38,M,Right,ring
38__M_Left_middle_finger.BMP,38,M,Left,middle
38__M_Left_little_finger.BMP,38,M,Left,little
38__M_Left_index_finger.BMP,38,M,Left,index
38__M_Left_ring_finger.BMP,38,M,Left,ring
39__M_Right_ring_finger.BMP,39,M,Right,ring
39__M_Right_middle_finger.BMP,39,M,Right,middle
39__M_Right_little_finger.BMP,39,M,Right,little
39__M_Right_index_finger.BMP,39,M,Right,index
39__M_Left_thumb_finger.BMP,39,M,Left,thumb
39__M_Right_thumb_finger.BMP,39,M,Right,thumb
39__M_Left_middle_finger.BMP,39,M,Left,middle
39__M_Left_little_finger.BMP,39,M,Left,little
39__M_Left_index_finger.BMP,39,M,Left,index
39__M_Left_ring_finger.BMP,39,M,Left,ring
41__M_Right_index_finger.BMP,41,M,Right,index
41__M_Right_ring_finger.BMP,41,M,Right,ring
41__M_Right_middle_finger.BMP,41,M,Right,middle
41__M_Right_little_finger.BMP,41,M,Right,little
41__M_Left_thumb_finger.BMP,41,M,Left,thumb
41__M_Right_thumb_finger.BMP,41,M,Right,thumb
41__M_Left_middle_finger.BMP,41,M,Left,middle
41__M_Left_index_finger.BMP,41,M,Left,index
41__M_Left_ring_finger.BMP,41,M,Left,ring
41__M_Left_little_finger.BMP,41,M,Left,little
42__F_Left_index_finger.BMP,42,F,Left,index
42__F_Left_little_finger.BMP,42,F,Left,little
42__F_Left_middle_finger.BMP,42,F,Left,middle
42__F_Left_ring_finger.BMP,42,F,Left,ring
42__F_Right_index_finger.BMP,42,F,Right,index
42__F_Right_little_finger.BMP,42,F,Right,little
42__F_Right_middle_finger.BMP,42,F,Right,middle
42__F_Right_ring_finger.BMP,42,F,Right,ring
42__F_Right_thumb_finger.BMP,42,F,Right,thumb
42__F_Left_thumb_finger.BMP,42,F,Left,thumb
43__F_Right_thumb_finger.BMP,43,F,Right,thumb
43__F_Right_ring_finger.BMP,43,F,Right,ring
43__F_Right_index_finger.BMP,43,F,Right,index
43__F_Right_middle_finger.BMP,43,F,Right,middle
43__F_Right_little_finger.BMP,43,F,Right,little
43__F_Left_thumb_finger.BMP,43,F,Left,thumb
43__F_Left_middle_finger.BMP,43,F,Left,middle
43__F_Left_little_finger.BMP,43,F,Left,little
43__F_Left_index_finger.BMP,43,F,Left,index
43__F_Left_ring_finger.BMP,43,F,Left,ring
44__M_Right_thumb_finger.BMP,44,M,Right,thumb
44__M_Right_ring_finger.BMP,44,M,Right,ring
44__M_Right_middle_finger.BMP,44,M,Right,middle
44__M_Right_little_finger.BMP,44,M,Right,little
44__M_Right_index_finger.BMP,44,M,Right,index
44__M_Left_thumb_finger.BMP,44,M,Left,thumb
44__M_Left_middle_finger.BMP,44,M,Left,middle
44__M_Left_little_finger.BMP,44,M,Left,little
44__M_Left_index_finger.BMP,44,M,Left,index
44__M_Left_ring_finger.BMP,44,M,Left,ring
45__M_Right_ring_finger.BMP,45,M,Right,ring
45__M_Right_little_finger.BMP,45,M,Right,little
45__M_Right_thumb_finger.BMP,45,M,Right,thumb
45__M_Right_middle_finger.BMP,45,M,Right,middle
45__M_Right_index_finger.BMP,45,M,Right,index
45__M_Left_index_finger.BMP,45,M,Left,index
45__M_Left_ring_finger.BMP,45,M,Left,ring
45__M_Left_middle_finger.BMP,45,M,Left,middle
45__M_Left_little_finger.BMP,45,M,Left,little
45__M_Left_thumb_finger.BMP,45,M,Left,thumb
46__M_Right_ring_finger.BMP,46,M,Right,ring
46__M_Right_middle_finger.BMP,46,M,Right,middle
46__M_Right_little_finger.BMP,46,M,Right,little
46__M_Right_index_finger.BMP,46,M,Right,index
46__M_Left_thumb_finger.BMP,46,M,Left,thumb
46__M_Right_thumb_finger.BMP,46,M,Right,thumb
46__M_Left_middle_finger.BMP,46,M,Left,middle
46__M_Left_little_finger.BMP,46,M,Left,little
46__M_Left_index_finger.BMP,46,M,Left,index
46__M_Left_ring_finger.BMP,46,M,Left,ring
47__F_Right_thumb_finger.BMP,47,F,Right,thumb
47__F_Right_ring_finger.BMP,47,F,Right,ring
47__F_Right_middle_finger.BMP,47,F,Right,middle
47__F_Right_little_finger.BMP,47,F,Right,little
47__F_Right_index_finger.BMP,47,F,Right,index
47__F_Left_thumb_finger.BMP,47,F,Left,thumb
47__F_Left_middle_finger.BMP,47,F,Left,middle
47__F_Left_little_finger.BMP,47,F,Left,little
47__F_Left_index_finger.BMP,47,F,Left,index
47__F_Left_ring_finger.BMP,47,F,Left,ring
48__F_Right_thumb_finger.BMP,48,F,Right,thumb
48__F_Right_ring_finger.BMP,48,F,Right,ring
48__F_Right_middle_finger.BMP,48,F,Right,middle
48__F_Right_little_finger.BMP,48,F,Right,little
48__F_Left_thumb_finger.BMP,48,F,Left,thumb
48__F_Right_index_finger.BMP,48,F,Right,index
48__F_Left_middle_finger.BMP,48,F,Left,middle
48__F_Left_little_finger.BMP,48,F,Left,little
48__F_Left_index_finger.BMP,48,F,Left,index
48__F_Left_ring_finger.BMP,48,F,Left,ring
49__M_Right_thumb_finger.BMP,49,M,Right,thumb
49__M_Right_ring_finger.BMP,49,M,Right,ring
49__M_Right_middle_finger.BMP,49,M,Right,middle
49__M_Right_little_finger.BMP,49,M,Right,little
49__M_Right_index_finger.BMP,49,M,Right,index
49__M_Left_ring_finger.BMP,49,M,Left,ring
49__M_Left_middle_finger.BMP,49,M,Left,middle
49__M_Left_little_finger.BMP,49,M,Left,little
49__M_Left_index_finger.BMP,49,M,Left,index
49__M_Left_thumb_finger.BMP,49,M,Left,thumb
50__M_Right_index_finger.BMP,50,M,Right,index
50__M_Right_little_finger.BMP,50,M,Right,little
50__M_Right_middle_finger.BMP,50,M,Right,middle
50__M_Left_thumb_finger.BMP,50,M,Left,thumb
50__M_Left_index_finger.BMP,50,M,Left,index
50__M_Left_middle_finger.BMP,50,M,Left,middle
50__M_Left_little_finger.BMP,50,M,Left,little
50__M_Right_thumb_finger.BMP,50,M,Right,thumb
50__M_Left_ring_finger.BMP,50,M,Left,ring
50__M_Right_ring_finger.BMP,50,M,Right,ring
51__M_Right_ring_finger.BMP,51,M,Right,ring
51__M_Right_middle_finger.BMP,51,M,Right,middle
51__M_Right_little_finger.BMP,51,M,Right,little
51__M_Right_index_finger.BMP,51,M,Right,index
51__M_Left_ring_finger.BMP,51,M,Left,ring
51__M_Left_middle_finger.BMP,51,M,Left,middle
51__M_Left_little_finger.BMP,51,M,Left,little
51__M_Left_index_finger.BMP,51,M,Left,index
51__M_Left_thumb_finger.BMP,51,M,Left,thumb
51__M_Right_thumb_finger.BMP,51,M,Right,thumb
52__M_Left_index_finger.BMP,52,M,Left,index
52__M_Right_ring_finger.BMP,52,M,Right,ring
52__M_Right_middle_finger.BMP,52,M,Right,middle
52__M_Right_little_finger.BMP,52,M,Right,little
52__M_Right_thumb_finger.BMP,52,M,Right,thumb
52__M_Left_thumb_finger.BMP,52,M,Left,thumb
52__M_Left_ring_finger.BMP,52,M,Left,ring
52__M_Left_middle_finger.BMP,52,M,Left,middle
52__M_Left_little_finger.BMP,52,M,Left,little
52__M_Right_index_finger.BMP,52,M,Right,index
53__M_Left_little_finger.BMP,53,M,Left,little
53__M_Right_ring_finger.BMP,53,M,Right,ring
53__M_Right_middle_finger.BMP,53,M,Right,middle
53__M_Right_little_finger.BMP,53,M,Right,little
53__M_Right_index_finger.BMP,53,M,Right,index
53__M_Left_thumb_finger.BMP,53,M,Left,thumb
53__M_Left_ring_finger.BMP,53,M,Left,ring
53__M_Left_middle_finger.BMP,53,M,Left,middle
53__M_Left_index_finger.BMP,53,M,Left,index
53__M_Right_thumb_finger.BMP,53,M,Right,thumb
54__M_Left_little_finger.BMP,54,M,Left,little
54__M_Left_middle_finger.BMP,54,M,Left,middle
54__M_Left_ring_finger.BMP,54,M,Left,ring
54__M_Left_index_finger.BMP,54,M,Left,index
54__M_Left_thumb_finger.BMP,54,M,Left,thumb
54__M_Right_index_finger.BMP,54,M,Right,index
54__M_Right_little_finger.BMP,54,M,Right,little
54__M_Right_middle_finger.BMP,54,M,Right,middle
54__M_Right_thumb_finger.BMP,54,M,Right,thumb
54__M_Right_ring_finger.BMP,54,M,Right,ring
55__M_Right_ring_finger.BMP,55,M,Right,ring
55__M_Right_thumb_finger.BMP,55,M,Right,thumb
55__M_Left_thumb_finger.BMP,55,M,Left,thumb
55__M_Left_index_finger.BMP,55,M,Left,index
55__M_Right_middle_finger.BMP,55,M,Right,middle
55__M_Right_little_finger.BMP,55,M,Right,little
55__M_Right_index_finger.BMP,55,M,Right,index
55__M_Left_ring_finger.BMP,55,M,Left,ring
55__M_Left_middle_finger.BMP,55,M,Left,middle
55__M_Left_little_finger.BMP,55,M,Left,little
57__M_Right_thumb_finger.BMP,57,M,Right,thumb
57__M_Left_little_finger.BMP,57,M,Left,little
57__M_Right_ring_finger.BMP,57,M,Right,ring
57__M_Right_middle_finger.BMP,57,M,Right,middle
57__M_Right_little_finger.BMP,57,M,Right,little
57__M_Right_index_finger.BMP,57,M,Right,index
57__M_Left_thumb_finger.BMP,57,M,Left,thumb
57__M_Left_ring_finger.BMP,57,M,Left,ring
57__M_Left_middle_finger.BMP,57,M,Left,middle
57__M_Left_index_finger.BMP,57,M,Left,index
58__M_Right_ring_finger.BMP,58,M,Right,ring
58__M_Left_little_finger.BMP,58,M,Left,little
58__M_Left_middle_finger.BMP,58,M,Left,middle
58__M_Left_ring_finger.BMP,58,M,Left,ring
58__M_Left_thumb_finger.BMP,58,M,Left,thumb
58__M_Left_index_finger.BMP,58,M,Left,index
58__M_Right_little_finger.BMP,58,M,Right,little
58__M_Right_middle_finger.BMP,58,M,Right,middle
58__M_Right_thumb_finger.BMP,58,M,Right,thumb
58__M_Right_index_finger.BMP,58,M,Right,index
59__F_Left_thumb_finger.BMP,59,F,Left,thumb
59__F_Left_index_finger.BMP,59,F,Left,index
59__F_Right_middle_finger.BMP,59,F,Right,middle
59__F_Right_little_finger.BMP,59,F,Right,little
59__F_Right_index_finger.BMP,59,F,Right,index
59__F_Left_ring_finger.BMP,59,F,Left,ring
59__F_Right_thumb_finger.BMP,59,F,Right,thumb
59__F_Right_ring_finger.BMP,59,F,Right,ring
59__F_Left_middle_finger.BMP,59,F,Left,middle
59__F_Left_little_finger.BMP,59,F,Left,little
60__M_Left_little_finger.BMP,60,M,Left,little
60__M_Right_thumb_finger.BMP,60,M,Right,thumb
60__M_Left_index_finger.BMP,60,M,Left,index
60__M_Right_ring_finger.BMP,60,M,Right,ring
60__M_Right_middle_finger.BMP,60,M,Right,middle
60__M_Right_little_finger.BMP,60,M,Right,little
60__M_Right_index_finger.BMP,60,M,Right,index
60__M_Left_thumb_finger.BMP,60,M,Left,thumb
60__M_Left_ring_finger.BMP,60,M,Left,ring
60__M_Left_middle_finger.BMP,60,M,Left,middle
62__M_Left_index_finger.BMP,62,M,Left,index
62__M_Left_little_finger.BMP,62,M,Left,little
62__M_Left_middle_finger.BMP,62,M,Left,middle
62__M_Left_thumb_finger.BMP,62,M,Left,thumb
62__M_Right_index_finger.BMP,62,M,Right,index
62__M_Right_little_finger.BMP,62,M,Right,little
62__M_Right_middle_finger.BMP,62,M,Right,middle
62__M_Right_ring_finger.BMP,62,M,Right,ring
62__M_Left_ring_finger.BMP,62,M,Left,ring
62__M_Right_thumb_finger.BMP,62,M,Right,thumb
63__M_Right_middle_finger.BMP,63,M,Right,middle
63__M_Left_index_finger.BMP,63,M,Left,index
63__M_Right_thumb_finger.BMP,63,M,Right,thumb
63__M_Right_ring_finger.BMP,63,M,Right,ring
